full_path,question,answer
/kaggle/input/vrmini2/abo-images-small/images/small/d1/d19ea598.jpg,What type of shoe is shown in the image?,Moccasin
/kaggle/input/vrmini2/abo-images-small/images/small/c3/c379cc38.jpg,"Considering the image and metadata, what is the primary design feature of this phone case?",Plaid
/kaggle/input/vrmini2/abo-images-small/images/small/17/170ec2a7.jpg,Does the image suggest the need for assembly?,No
/kaggle/input/vrmini2/abo-images-small/images/small/eb/ebd072f0.jpg,What is the style of the boot?,Moc-toe
/kaggle/input/vrmini2/abo-images-small/images/small/88/8806c479.jpg,What phone model does this case fit?,S2
/kaggle/input/vrmini2/abo-images-small/images/small/73/7387f7e0.jpg,What type of animal is depicted on the phone case?,Dog
/kaggle/input/vrmini2/abo-images-small/images/small/35/3595924e.jpg,"Based on the product metadata, what color are these silicone lids?",Blue
/kaggle/input/vrmini2/abo-images-small/images/small/94/94a9516b.jpg,What metal is the ring primarily made of?,Silver
/kaggle/input/vrmini2/abo-images-small/images/small/17/1786d0cd.jpg,Is the phone case design abstract or realistic?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/48/4878e5ba.jpg,What landmark is depicted on the phone case?,BigBen
/kaggle/input/vrmini2/abo-images-small/images/small/16/161c19c8.jpg,What is the phone model this case fits?,A8Plus
/kaggle/input/vrmini2/abo-images-small/images/small/54/549aa73c.jpg,What material is this phone case made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/b4/b48b5547.jpg,Design style?,Marble
/kaggle/input/vrmini2/abo-images-small/images/small/68/6890abae.jpg,What is the dominant design feature of this case?,Headphones
/kaggle/input/vrmini2/abo-images-small/images/small/7d/7d29b779.jpg,What is the primary material of the Strathwood Vashon dining table?,Shorea
/kaggle/input/vrmini2/abo-images-small/images/small/96/966371c0.jpg,What phone model is compatible?,MotoG4Play
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e4793e93.jpg,What is the case's primary material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e464ec7f.jpg,How many pillows are visible on the bed?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/6c/6cc021f1.jpg,What is the primary color of the shoe?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/23/23533ed3.jpg,How many steps does this step stool have?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/79/793f8ab7.jpg,What is the product's primary function?,Therapy
/kaggle/input/vrmini2/abo-images-small/images/small/29/29082333.jpg,What type of closure do these slippers have?,Laceless
/kaggle/input/vrmini2/abo-images-small/images/small/f0/f078a5ac.jpg,What is the dominant design element on the case?,Pandas
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4c3c0b71.jpg,"Considering the image and description, what is the case's style?",Stylish
/kaggle/input/vrmini2/abo-images-small/images/small/98/98f9c365.jpg,What color is the Flavia handbag?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/84/84adfa53.jpg,"Based on the image and ""3D Printed"" metadata, what is the case's construction method?",Printed
/kaggle/input/vrmini2/abo-images-small/images/small/13/1355e883.jpg,What type of bread is shown in the image?,Sourdough
/kaggle/input/vrmini2/abo-images-small/images/small/63/63f11f04.jpg,Is the phone case shown designed for a Lenovo phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/e3/e363cee5.jpg,What is the main color of the phone case?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/7a/7a767bd0.jpg,What is the dominant color scheme of the case's design?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/6c/6c88cfd5.jpg,What is the main color scheme of the phone case design?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8d354d6f.jpg,Is this sheet designed for a single bed or a larger bed like a super king?,SuperKing
/kaggle/input/vrmini2/abo-images-small/images/small/c0/c094b465.jpg,Color?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/31/31c5a370.jpg,What is the wallet's primary color?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/96/964f9bd3.jpg,How many light bulbs are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/3b/3bc50657.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/81/81eb6cca.jpg,What type of dispenser does the lotion bottle have?,Pump
/kaggle/input/vrmini2/abo-images-small/images/small/9d/9d89f604.jpg,Is this phone case compatible with a Gionee P5 Mini?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/bf/bf03d9f2.jpg,What material is the phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/d0/d0f0d5c3.jpg,What is the style of the sandal?,Ankle-strap
/kaggle/input/vrmini2/abo-images-small/images/small/34/34055f88.jpg,What color is the storage basket?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/53/53ce6a13.jpg,"Based on the image and metadata, what is the shape of the diamonds?",Round
/kaggle/input/vrmini2/abo-images-small/images/small/5b/5b592a53.jpg,What is the product's category?,Home
/kaggle/input/vrmini2/abo-images-small/images/small/b0/b0e63d3a.jpg,What is the dominant color of the case?,Gold
/kaggle/input/vrmini2/abo-images-small/images/small/ba/baa56125.jpg,How many seats does this power reclining loveseat have?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/3c/3cb24e2b.jpg,Are these wipes designed for single-use or multiple uses?,Single
/kaggle/input/vrmini2/abo-images-small/images/small/7b/7bda4ada.jpg,What is the primary design element on this phone case?,Heart
/kaggle/input/vrmini2/abo-images-small/images/small/27/2791521e.jpg,What color is the text on the phone case?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/33/33611633.jpg,What is the brand of this lotion?,365
/kaggle/input/vrmini2/abo-images-small/images/small/bc/bc1ba5d3.jpg,What material is the case made from?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b62e6a6.jpg,What material is the case?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/e7/e7d62104.jpg,"Given the materials and style, what is the shoe's likely intended use?",Casual
/kaggle/input/vrmini2/abo-images-small/images/small/81/816579c6.jpg,"Considering the image and ""multi-colored"" metadata, what is the dominant color?",Purple
/kaggle/input/vrmini2/abo-images-small/images/small/0d/0dc7bcf7.jpg,What is the brand of the sparkling water?,365
/kaggle/input/vrmini2/abo-images-small/images/small/34/343df84a.jpg,How many cushions are on the back of the loveseat?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/5a/5a7290e2.jpg,What is the name of the herb shown on the bottle?,Ashwagandha
/kaggle/input/vrmini2/abo-images-small/images/small/47/4706ffe1.jpg,What phone model is this case designed for?,J3Pro
/kaggle/input/vrmini2/abo-images-small/images/small/34/343df84a.jpg,Is the loveseat made of wood and polyester?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8a8c8f8b.jpg,How many swatches are shown in the image?,One
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c46b6566.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/ce/ce9f41e3.jpg,"Given the ""Renewed"" status in the item name, what is the product's condition?",Used
/kaggle/input/vrmini2/abo-images-small/images/small/fb/fb70764f.jpg,"Given the brand and design, what is the target demographic?",Trendy
/kaggle/input/vrmini2/abo-images-small/images/small/98/98018b2a.jpg,What is the closure type of this sneaker?,Slip-on
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8df96922.jpg,What is the primary function of this product?,Repair
/kaggle/input/vrmini2/abo-images-small/images/small/d9/d9f50541.jpg,What is the sandal's primary material?,Rubber
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4c24b01e.jpg,What phone model does this case fit?,Honor8Pro
/kaggle/input/vrmini2/abo-images-small/images/small/52/52173196.jpg,What is the chair's brand?,Rivet
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e405d5d4.jpg,"Considering the image and metadata, what is the shoe's style?",Loafers
/kaggle/input/vrmini2/abo-images-small/images/small/29/29c0d2e3.jpg,"Considering the metadata, what is the phone model compatibility?",iPhone6
/kaggle/input/vrmini2/abo-images-small/images/small/d9/d946124b.jpg,Is this phone case designed for a Micromax phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/97/97236ccf.jpg,How many control buttons are visible on the air conditioner?,Seven
/kaggle/input/vrmini2/abo-images-small/images/small/b1/b1caf61b.jpg,Is this phone case designed for a Gionee Elife S7?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/f7/f768e65c.jpg,What material is the phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/3f/3f53a494.jpg,"Considering the image and metadata, what is the roast level of this coffee?",Full-city
/kaggle/input/vrmini2/abo-images-small/images/small/37/37a32878.jpg,"Considering the metadata and image, what is the primary color of the shoe?",Black
/kaggle/input/vrmini2/abo-images-small/images/small/0d/0d9949e7.jpg,What is the case's primary material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/26/26093eea.jpg,What color are the glass shades on this vanity light?,White
/kaggle/input/vrmini2/abo-images-small/images/small/70/7077bdb9.jpg,What color is the ankle strap on this sandal?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/ea/eabbc446.jpg,How many curtains are included in a single package?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c43c3815.jpg,How many straps does this sandal have?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/7d/7d16047b.jpg,How many swirling lines are depicted on the phone case?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/32/3218fc82.jpg,"Based on the item name and image, what is the phone model compatibility?",Lenovo
/kaggle/input/vrmini2/abo-images-small/images/small/a7/a727ab44.jpg,What color are these men's formal shoes?,Grey
/kaggle/input/vrmini2/abo-images-small/images/small/84/84e68bbd.jpg,"Given the metadata, what is the phone model this case is designed for?",M31
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8f0f5fd.jpg,What is the primary design element on the case?,Peacock
/kaggle/input/vrmini2/abo-images-small/images/small/a5/a5421891.jpg,What color are the sandals?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0fde0df0.jpg,What color are the Jenny Marrakesch sandals?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/fd/fddf17e7.jpg,"Considering the metadata and image, what is the product's primary subject?",California
/kaggle/input/vrmini2/abo-images-small/images/small/a6/a6e4c4a6.jpg,What is the phone model compatibility?,LeTV
/kaggle/input/vrmini2/abo-images-small/images/small/67/67a27967.jpg,What is the primary color scheme of the design?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/98/98d41e88.jpg,What is the net weight of the cheese package?,8oz
/kaggle/input/vrmini2/abo-images-small/images/small/94/941b9676.jpg,What is the dominant color of the design?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/75/750920c6.jpg,What is the point style of these markers?,Bold
/kaggle/input/vrmini2/abo-images-small/images/small/5e/5e2ceb4f.jpg,What is the primary material of the frame?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/9f/9f81a375.jpg,What is the brand of these breadcrumbs?,365
/kaggle/input/vrmini2/abo-images-small/images/small/3f/3fe51344.jpg,What color are the gloves?,Gray
/kaggle/input/vrmini2/abo-images-small/images/small/26/2697c7f6.jpg,What is the primary design feature of this phone case?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/10/10799f1c.jpg,What color are the light bulbs?,White
/kaggle/input/vrmini2/abo-images-small/images/small/11/11601b33.jpg,What is the style of these ELISE shoes?,Flip-flops
/kaggle/input/vrmini2/abo-images-small/images/small/ce/ce83f5e4.jpg,Is the girl on the case wearing a uniform?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c8ced80f.jpg,Material?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/08/08161b08.jpg,What is the dominant color of the design?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/15/1552d018.jpg,Does this sofa have a chaise lounge?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/2c/2cf91f1c.jpg,Is this a limited edition product?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ff73b30e.jpg,What is the material composition of the duvet cover?,Silk
/kaggle/input/vrmini2/abo-images-small/images/small/39/39db0939.jpg,What connector type does it use?,USB-C
/kaggle/input/vrmini2/abo-images-small/images/small/80/8031c243.jpg,How many pieces are in this set?,Twenty-three
/kaggle/input/vrmini2/abo-images-small/images/small/5e/5e03e506.jpg,What style of veggie flatbread is this?,Middle Eastern
/kaggle/input/vrmini2/abo-images-small/images/small/fb/fbd7ccfe.jpg,How many people are depicted in the design?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/cc/cc46a646.jpg,Color?,Multicolor
/kaggle/input/vrmini2/abo-images-small/images/small/ea/eae8a893.jpg,What is the roast level?,Light
/kaggle/input/vrmini2/abo-images-small/images/small/7b/7bb729f7.jpg,"Based on the image and metadata, what is the shoe's style?",Low-top
/kaggle/input/vrmini2/abo-images-small/images/small/f9/f91f3129.jpg,What type of shoes are depicted on the phone case?,Sneakers
/kaggle/input/vrmini2/abo-images-small/images/small/55/556292a6.jpg,What is the design featured on the case?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/f9/f91db3b2.jpg,What color is the headboard?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/a1/a176e864.jpg,What flavor is the almond milk?,Chocolate
/kaggle/input/vrmini2/abo-images-small/images/small/19/198536b3.jpg,What type of rice is shown in the image?,Jasmine
/kaggle/input/vrmini2/abo-images-small/images/small/35/35bdded8.jpg,What phone model is this case designed for?,Lava
/kaggle/input/vrmini2/abo-images-small/images/small/17/17e2e9a4.jpg,What is the primary design feature of this case?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6da19172.jpg,What color is the background of the phone case?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8824f5e.jpg,What material does the case mimic?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b87f515.jpg,What material is the phone case made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/a7/a73f740f.jpg,What material is the phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/74/7443e265.jpg,What is the primary color of the hanger shown?,White
/kaggle/input/vrmini2/abo-images-small/images/small/20/20e4e373.jpg,Is the phone case design primarily geometric or floral?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/85/854894eb.jpg,What color are the find. men's loafers?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/fa/fadd17f7.jpg,What is the case's material?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1fbe37c8.jpg,Is the phone case design primarily focused on a single animal or multiple elements?,Single
/kaggle/input/vrmini2/abo-images-small/images/small/50/509542f7.jpg,What material is the case made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/f1/f1dbcb5f.jpg,What is the shape of the pendant on the necklace?,California
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8ab8f60f.jpg,What is the primary material of the paper towel holder?,Metal
/kaggle/input/vrmini2/abo-images-small/images/small/f9/f9f9c11c.jpg,What is the manufacturing method of this phone case?,3Dprinted
/kaggle/input/vrmini2/abo-images-small/images/small/29/29eb243c.jpg,"Considering the metadata and image, what is the product's condition?",Renewed
/kaggle/input/vrmini2/abo-images-small/images/small/86/864d0ca7.jpg,What is the brand of this bottled water?,365
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c13e6a98.jpg,What is the dominant color scheme of the design?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/30/3007ff6b.jpg,What color is the container holding the tuna salad?,Clear
/kaggle/input/vrmini2/abo-images-small/images/small/84/8419d0b1.jpg,Is the rosemary shown whole or ground?,Whole
/kaggle/input/vrmini2/abo-images-small/images/small/f1/f1e4d980.jpg,Does this media console have a cabinet in addition to drawers?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/15/1569f540.jpg,What material is this phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/ba/ba4243f9.jpg,What phone model is this case designed for?,Redmi5
/kaggle/input/vrmini2/abo-images-small/images/small/2d/2d9e0665.jpg,What letter is prominently displayed on the phone case?,S
/kaggle/input/vrmini2/abo-images-small/images/small/6f/6f5f17ed.jpg,What is the frame material of this dry-erase board?,Aluminum
/kaggle/input/vrmini2/abo-images-small/images/small/53/53a5e274.jpg,What color is the dominant color in the phone case's design?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/d2/d2f3c0c9.jpg,What is the finish of the Ravenna Home wall sconce?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/ad/ad734a3c.jpg,What is the primary function of this product?,Protection
/kaggle/input/vrmini2/abo-images-small/images/small/7f/7fe5ceca.jpg,What material is the bench predominantly made of?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/e1/e11a00f5.jpg,Is the phone case made of hard plastic or a softer material?,Soft
/kaggle/input/vrmini2/abo-images-small/images/small/02/0224f081.jpg,What type of pattern is on the leather of the boots?,Snake
/kaggle/input/vrmini2/abo-images-small/images/small/da/da524d99.jpg,What phone model is this case designed for?,OnePlus7TPro
/kaggle/input/vrmini2/abo-images-small/images/small/03/03c1c92f.jpg,What phone model is this case designed for?,Lenovo
/kaggle/input/vrmini2/abo-images-small/images/small/6a/6a9cdb70.jpg,What is the main color of the surge protectors?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/12/12b90aef.jpg,What phone model is this case designed for?,Oppo
/kaggle/input/vrmini2/abo-images-small/images/small/7b/7b9057b9.jpg,What is the primary material of the shoe?,Synthetic
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0f710826.jpg,What is the brand of these English muffins?,365
/kaggle/input/vrmini2/abo-images-small/images/small/7e/7ee076d4.jpg,What is the primary material of the handle?,Brass
/kaggle/input/vrmini2/abo-images-small/images/small/1b/1bc4aa6f.jpg,What is the primary design feature of this phone case?,Corn
/kaggle/input/vrmini2/abo-images-small/images/small/f4/f4e63fc9.jpg,What type of closure does this wedge sandal have?,Ties
/kaggle/input/vrmini2/abo-images-small/images/small/57/5724eab5.jpg,What is the primary design element on the case?,Chains
/kaggle/input/vrmini2/abo-images-small/images/small/8c/8cb9c293.jpg,Is this phone case designed for a Vivo phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/f8/f8599af7.jpg,"Considering the image and metadata, what is the rug's primary color?",Gray
/kaggle/input/vrmini2/abo-images-small/images/small/8c/8cb9c293.jpg,How many Eiffel Towers are depicted on the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/67/67f8bbab.jpg,"Based on the metadata, what is the product's packaging size?",Gallon
/kaggle/input/vrmini2/abo-images-small/images/small/59/596ba4d2.jpg,How many USB-C to Micro USB adapters are shown in the image?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/3a/3aab1da3.jpg,What is the primary design element of the case?,Moon
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0c91df71.jpg,"Based on the image and description, what is the case's primary design feature?",Sunset
/kaggle/input/vrmini2/abo-images-small/images/small/34/34359101.jpg,"Based on metadata, for what size dog is this harness intended?",Small
/kaggle/input/vrmini2/abo-images-small/images/small/08/0841f1fb.jpg,What material are the pillowcases made from?,Microfiber
/kaggle/input/vrmini2/abo-images-small/images/small/b9/b9ded9f7.jpg,What color is the bathroom vanity?,White
/kaggle/input/vrmini2/abo-images-small/images/small/32/32a58df2.jpg,Is the phone case design primarily black and white?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c48886f3.jpg,What is the product's weight in ounces?,0.53
/kaggle/input/vrmini2/abo-images-small/images/small/92/92048d20.jpg,Is this panic bar designed for a single or double door?,Single
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8a635fbd.jpg,How many loaves of bread are in the plastic bag?,One
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ffb14e3b.jpg,What color is the shoe depicted?,Nude
/kaggle/input/vrmini2/abo-images-small/images/small/df/df4f5512.jpg,What type of sweets are shown on the phone case?,Macarons
/kaggle/input/vrmini2/abo-images-small/images/small/52/525f6264.jpg,What is the manufacturing technique used for this case?,3D
/kaggle/input/vrmini2/abo-images-small/images/small/73/73e92bbc.jpg,Is the case 3D printed?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/dd/ddb16c1c.jpg,Does the case offer a warranty?,No
/kaggle/input/vrmini2/abo-images-small/images/small/78/784d926b.jpg,What phone model is this case designed for?,J2Core
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1f53f767.jpg,"Considering the dimensions and image, what is the loveseat best described as?",Loveseat
/kaggle/input/vrmini2/abo-images-small/images/small/60/602d09df.jpg,What is the closure type of these sneakers?,Lace-up
/kaggle/input/vrmini2/abo-images-small/images/small/62/62503162.jpg,How many feathers are depicted on the phone case?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/da/dadba684.jpg,What is the assembly time (in minutes)?,15
/kaggle/input/vrmini2/abo-images-small/images/small/d4/d473cfe5.jpg,Is the girl in the design wearing a long dress?,No
/kaggle/input/vrmini2/abo-images-small/images/small/ab/ab03a026.jpg,What color is the bedding set shown in the image?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/57/57f974cb.jpg,"Given the description and image, what animal is depicted on the pillow?",Geese
/kaggle/input/vrmini2/abo-images-small/images/small/36/3600c232.jpg,What is the chair's approximate height in inches?,38
/kaggle/input/vrmini2/abo-images-small/images/small/7f/7fa5b542.jpg,What is the primary color of the camera bag?,Gray
/kaggle/input/vrmini2/abo-images-small/images/small/66/66f9dc3f.jpg,What is the brand of these raisins?,Vedaka
/kaggle/input/vrmini2/abo-images-small/images/small/16/168146a4.jpg,What phone model is this case designed for?,Gionee
/kaggle/input/vrmini2/abo-images-small/images/small/69/69abef4f.jpg,What phone model is this case designed for?,Micromax
/kaggle/input/vrmini2/abo-images-small/images/small/f7/f7516408.jpg,What phone model is this case compatible with?,Realme
/kaggle/input/vrmini2/abo-images-small/images/small/f4/f4e1cebf.jpg,What type of gloves are these?,Nitrile
/kaggle/input/vrmini2/abo-images-small/images/small/ef/eff67bd2.jpg,What word is prominently displayed on the case?,HOPE
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6da4d111.jpg,What material is the sole constructed from?,Jute
/kaggle/input/vrmini2/abo-images-small/images/small/aa/aae19e17.jpg,What is the brand of this charging cable?,AmazonBasics
/kaggle/input/vrmini2/abo-images-small/images/small/d7/d7788f48.jpg,Are these glasses suitable for use in a dishwasher?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1f3384a9.jpg,What is the planter's approximate weight in pounds?,20
/kaggle/input/vrmini2/abo-images-small/images/small/a2/a212fdba.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/be/be4f33e3.jpg,Is the case material explicitly mentioned?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/16/1607c211.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/98/9891bc11.jpg,What color is the central gemstone in the ring?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/ae/ae02cf55.jpg,Is the phone case design 3D printed?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/00/003f17fb.jpg,What phone model is this case designed for?,Vivo
/kaggle/input/vrmini2/abo-images-small/images/small/42/42919a96.jpg,What is the design on the case?,Girl
/kaggle/input/vrmini2/abo-images-small/images/small/4e/4e6d3b12.jpg,"Considering the metadata, who should avoid this supplement?",Pregnant
/kaggle/input/vrmini2/abo-images-small/images/small/81/8176dc87.jpg,How many curtain panels are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/9f/9fca6c4d.jpg,What is the dominant design element on the case?,Teddy
/kaggle/input/vrmini2/abo-images-small/images/small/45/45303c5d.jpg,What type of material does the phone case appear to be made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/ac/ac49fc06.jpg,What is the main filling color of this pie?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/ee/ee278fea.jpg,What is the primary material of the drawer unit?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/23/233de794.jpg,What material is the phone case made of?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/49/49c0af5d.jpg,Is the phone case design primarily abstract or realistic?,Realistic
/kaggle/input/vrmini2/abo-images-small/images/small/80/80ccb47e.jpg,What is the primary design element on the case?,Headphones
/kaggle/input/vrmini2/abo-images-small/images/small/13/13212937.jpg,What color are the bows on the shoe?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/66/6616e52c.jpg,"Considering the metadata, what is the primary material of the frame?",Cedar
/kaggle/input/vrmini2/abo-images-small/images/small/cb/cbf4de1f.jpg,What is the dominant color scheme of the design?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/e6/e69e23a2.jpg,What is the primary material of the shoe?,Leather
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b6e0cba.jpg,What is the shoe's style?,Flats
/kaggle/input/vrmini2/abo-images-small/images/small/69/69394479.jpg,Is the phone case design primarily text or an image?,Image
/kaggle/input/vrmini2/abo-images-small/images/small/4a/4ae99d91.jpg,Is the packaging resealable?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/37/37affe52.jpg,What is the primary color of the background pattern?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/58/58eacce8.jpg,Is the phone case design described as having a 'snug fit' in the product description?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c4698021.jpg,What material is the phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/52/52d6e3b8.jpg,What is the primary design feature of this phone case?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c148dc9e.jpg,What is the main design element featured on this phone case?,Wheel
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c85ce664.jpg,What is the shape of the pillow?,Square
/kaggle/input/vrmini2/abo-images-small/images/small/ad/ad7ccdca.jpg,"Based on the image and ""Mid-Century Modern"" description, what design style is the rug?",Vintage
/kaggle/input/vrmini2/abo-images-small/images/small/72/72ef85a1.jpg,"Given its dimensions and materials, what is the overall style?",Transitional
/kaggle/input/vrmini2/abo-images-small/images/small/69/694fe45e.jpg,How many wheels does the suitcase have?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/93/9322cc85.jpg,What is the primary material of the canvases?,Cotton
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8b3c636.jpg,What color are the flowers on the phone case?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/2b/2b459645.jpg,What material is the case made from?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/91/91bd6bcd.jpg,What is the overall shape of the knob?,Round
/kaggle/input/vrmini2/abo-images-small/images/small/05/05866713.jpg,Is this handbag designed for carrying over the shoulder?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e446cc06.jpg,What is the thread count of this duvet cover set?,400
/kaggle/input/vrmini2/abo-images-small/images/small/c6/c6ea31fc.jpg,What is the printing technique used on the case?,UV
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4cc454a9.jpg,What design element is prominently featured?,Dress
/kaggle/input/vrmini2/abo-images-small/images/small/b0/b0d186cc.jpg,What material is the shoe's outer layer made of?,Canvas
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9be6e5fc.jpg,Is the phone case design primarily geometric or organic?,Organic
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b07ef22.jpg,Is the phone case design primarily 2D or 3D?,3D
/kaggle/input/vrmini2/abo-images-small/images/small/62/621f22dc.jpg,What phone model does this case fit?,iPhone7
/kaggle/input/vrmini2/abo-images-small/images/small/b7/b7b5a949.jpg,"Is this shoe designed for casual wear, according to the metadata?",Yes
/kaggle/input/vrmini2/abo-images-small/images/small/c3/c3984553.jpg,Is this phone case designed for a Lenovo phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/75/752a373e.jpg,Is this product suitable for vegans?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/e7/e753d7d3.jpg,How many bands does this criss-cross ring have?,Two
